100	1779
0o9BQlWephrH	1KRAfxEVKXUm	0.869248702266
0o9BQlWephrH	921BgqpzPR7W	0.508236401919
0o9BQlWephrH	9TEaTGpdz5xI	0.125615634275
0o9BQlWephrH	H2Nidmfcuwuw	0.374449684576
0o9BQlWephrH	MYB4gIfWBT92	0.870751822544
0o9BQlWephrH	NRWm6rRkNEMk	0.448367670538
0o9BQlWephrH	OClxAeZwjIoJ	0.502575174482
0o9BQlWephrH	RXucFeHqdis5	0.434177582139
0o9BQlWephrH	V874Tn8gRuHE	0.698147189503
0o9BQlWephrH	ZTIdavttAqn3	0.28343372957
0o9BQlWephrH	aV505XI9rMIT	0.114789522127
0o9BQlWephrH	anlpGLj5TvaE	0.41361133398
0o9BQlWephrH	bOQGWeSKv8hm	0.320206878979
0o9BQlWephrH	cPoYqMDTCcGg	0.266819029982
0o9BQlWephrH	iAacf1F3wSBw	0.412099024122
0o9BQlWephrH	immanua2rgAz	0.468021427978
0o9BQlWephrH	pH4Wzqx3Cuaf	0.187000146777
0o9BQlWephrH	uryvCX087BxF	0.381899760882
0o9BQlWephrH	ydaUZm7l4CIF	0.879140461899
0o9BQlWephrH	ylDRTxHWrgvn	0.915888586599
0xDRhstcktr9	1zYVm1KTsDh8	0.390870963863
0xDRhstcktr9	7ho1FkZzmFK3	0.317001370668
0xDRhstcktr9	894bKQ8P4Zfz	0.635510910845
0xDRhstcktr9	921BgqpzPR7W	0.311094246983
0xDRhstcktr9	CzcQ7alXyRRo	0.495767891562
0xDRhstcktr9	DqmV65ofaJDO	0.54507768797
0xDRhstcktr9	LdUqfN9x317E	0.777549863076
0xDRhstcktr9	LiKADFXeodcE	0.38855575553
0xDRhstcktr9	MYB4gIfWBT92	0.677889943977
0xDRhstcktr9	RXucFeHqdis5	0.31333089178
0xDRhstcktr9	V874Tn8gRuHE	0.338490705649
0xDRhstcktr9	VgItXs1Wq9ge	0.6927680624
0xDRhstcktr9	YBPoqiq8eqiL	0.133726225903
0xDRhstcktr9	ZLDL3HkGmxvs	0.962944734079
0xDRhstcktr9	ZTIdavttAqn3	0.998180832676
0xDRhstcktr9	anlpGLj5TvaE	0.935986104255
0xDRhstcktr9	bucMJIG1s2aZ	0.247937330785
0xDRhstcktr9	clMXSIyf1pCK	0.186039721803
0xDRhstcktr9	eN9lOAYrfuem	0.077472353556
0xDRhstcktr9	fLgPOTH3iMC7	0.388153668394
0xDRhstcktr9	h95YKFqwtW8V	0.265271602635
0xDRhstcktr9	oRpZHSo0SBCU	0.523444194059
0xDRhstcktr9	ozRxyTG00o5m	0.830346864774
0xDRhstcktr9	rcZfBkHogFrp	0.583636533123
0xDRhstcktr9	sASduhFsIY5j	0.0813315742431
0xDRhstcktr9	vy6FjTKrLK2h	0.363905517057
0xDRhstcktr9	ydaUZm7l4CIF	0.163550621474
0xDRhstcktr9	ylDRTxHWrgvn	0.71001642251
17NNl4oq2XnS	0xDRhstcktr9	0.14175254178
17NNl4oq2XnS	1KRAfxEVKXUm	0.0471126940106
17NNl4oq2XnS	9TEaTGpdz5xI	0.46843617544
17NNl4oq2XnS	MYB4gIfWBT92	0.685060164847
17NNl4oq2XnS	QDdbi4RpJCqt	0.389816702275
17NNl4oq2XnS	WM8sCiiAK5lz	0.0321891532929
17NNl4oq2XnS	XB3mfwiVu4jc	0.491733060588
17NNl4oq2XnS	anlpGLj5TvaE	0.786044495718
17NNl4oq2XnS	h95YKFqwtW8V	0.625624269987
17NNl4oq2XnS	immanua2rgAz	0.53697107869
17NNl4oq2XnS	mFTTvuNw5pLA	0.601820665447
17NNl4oq2XnS	ouQSrRJ38QSl	0.492312054256
17NNl4oq2XnS	pYx78RhXVtwf	0.653063224042
17NNl4oq2XnS	qMPFiNZtB7zQ	0.147171248162
17NNl4oq2XnS	tDDA9BhLjEfP	0.348329362056
1KRAfxEVKXUm	0xDRhstcktr9	0.370475043747
1KRAfxEVKXUm	EqHFKq436lCt	0.0838090408879
1KRAfxEVKXUm	Iflx0jBtJxD2	0.836458659462
1KRAfxEVKXUm	Q5mNijKvsIJR	0.258606842902
1KRAfxEVKXUm	QDdbi4RpJCqt	0.571726093258
1KRAfxEVKXUm	Ve3JvRDQWFo9	0.64865372064
1KRAfxEVKXUm	VgItXs1Wq9ge	0.260955066921
1KRAfxEVKXUm	YBPoqiq8eqiL	0.729885345112
1KRAfxEVKXUm	YJr2qLPRwJBz	0.137208051795
1KRAfxEVKXUm	ZLDL3HkGmxvs	0.886701391977
1KRAfxEVKXUm	ZTIdavttAqn3	0.474036699547
1KRAfxEVKXUm	bOQGWeSKv8hm	0.498709811284
1KRAfxEVKXUm	kW3jrg9g5rTr	0.0370381230031
1KRAfxEVKXUm	oIiCiia3fk8c	0.387686390388
1KRAfxEVKXUm	oRpZHSo0SBCU	0.379237309109
1KRAfxEVKXUm	r5XkP1clmcul	0.350478579969
1KRAfxEVKXUm	vy6FjTKrLK2h	0.271408193339
1KRAfxEVKXUm	wYFw6bKXRtr7	0.183658014172
1KRAfxEVKXUm	yYyj5omb8Ncc	0.107743701646
1xfk9t7CkfKR	1zYVm1KTsDh8	0.56054761726
1xfk9t7CkfKR	CfwLDSjcVQI8	0.176522356183
1xfk9t7CkfKR	CzcQ7alXyRRo	0.540432171821
1xfk9t7CkfKR	FPHz52S1zgeY	0.191719111546
1xfk9t7CkfKR	Iflx0jBtJxD2	0.422924712932
