1000	49855
0Ac0o2IAuVeV	1mZNa1mMn2DB	0.508616969736
0Ac0o2IAuVeV	1nqYACDgtkPs	0.705387151213
0Ac0o2IAuVeV	2LKPaUEPDpUS	0.383748812302
0Ac0o2IAuVeV	2O32bTLZ61r5	0.395957463004
0Ac0o2IAuVeV	4H8DZSjBxDqp	0.713608641078
0Ac0o2IAuVeV	5hkpnDpNgbo1	0.694149265794
0Ac0o2IAuVeV	63jq0GcSM20k	0.887711653517
0Ac0o2IAuVeV	7Ljg4QRS2jWX	0.199515080258
0Ac0o2IAuVeV	7kSGvkDZYXT1	0.828698268672
0Ac0o2IAuVeV	7v79s26Qgpcm	0.0661192126048
0Ac0o2IAuVeV	8DBuyJUdur85	0.0429474755178
0Ac0o2IAuVeV	8LHQNGze8pSS	0.95159791061
0Ac0o2IAuVeV	9nyobQ51bwm6	0.929769610137
0Ac0o2IAuVeV	9rJbyqtZee4X	0.953601997146
0Ac0o2IAuVeV	AoPxwwjEQeL0	0.184412773224
0Ac0o2IAuVeV	BJJhVLVkMHxj	0.953963492926
0Ac0o2IAuVeV	BSMxTRfMWHMq	0.183203669897
0Ac0o2IAuVeV	Bl8xTk0p3Du6	0.162936742514
0Ac0o2IAuVeV	Bm2NLxGAjPmD	0.00330636672269
0Ac0o2IAuVeV	CxlHvDDoTFbT	0.255654419745
0Ac0o2IAuVeV	Df68BFuX6RFe	0.590655322929
0Ac0o2IAuVeV	Du5sRHElAFoV	0.602192553904
0Ac0o2IAuVeV	ERRvy98SKxGS	0.322513419572
0Ac0o2IAuVeV	EoFWxolLNbby	0.426876972335
0Ac0o2IAuVeV	Ev6I27AMbAOi	0.624027209557
0Ac0o2IAuVeV	GzQWr0QQpX9w	0.125617945819
0Ac0o2IAuVeV	HAOdMf6ogPeD	0.711247269412
0Ac0o2IAuVeV	HixKZKCw9goe	0.598240594516
0Ac0o2IAuVeV	Hj8YEQoGsSqZ	0.712834200806
0Ac0o2IAuVeV	I9a9B2PZuR8r	0.366814397276
0Ac0o2IAuVeV	IGLgRg27eAc4	0.0928768083284
0Ac0o2IAuVeV	IJa4eTcc7QcK	0.248248925196
0Ac0o2IAuVeV	IOY5l3Xw31BC	0.701960694531
0Ac0o2IAuVeV	JhIyu1awUQiO	0.525738886138
0Ac0o2IAuVeV	KGuB6AW49HK3	0.00192956946583
0Ac0o2IAuVeV	KKStbCrvI3EP	0.227147110673
0Ac0o2IAuVeV	KVjgLoUfzY8C	0.0247478596898
0Ac0o2IAuVeV	LnhFVzzMnTFd	0.0680191141826
0Ac0o2IAuVeV	LrVcN1eoyaXf	0.803067192786
0Ac0o2IAuVeV	LyqDoXQvrFqx	0.192386129328
0Ac0o2IAuVeV	NjPWyl02RFHr	0.942490892487
0Ac0o2IAuVeV	OKjZgCcZLBti	0.145700524913
0Ac0o2IAuVeV	Q0fn4PpnMZqo	0.660451825017
0Ac0o2IAuVeV	QogokVihhe03	0.485598712663
0Ac0o2IAuVeV	SO4wY2zDxC6W	0.0233455056255
0Ac0o2IAuVeV	SWLyATa147rr	0.883302328893
0Ac0o2IAuVeV	UOppeQqP4qjA	0.783146234593
0Ac0o2IAuVeV	VsIVx6fk3LFF	0.76570900684
0Ac0o2IAuVeV	Vu2I9kJr1i8w	0.135045031212
0Ac0o2IAuVeV	W5IMHWMOR4Aw	0.596545117211
0Ac0o2IAuVeV	W5wvWyS7Syjh	0.766800461055
0Ac0o2IAuVeV	Y8Kbb1OmYQT0	0.434815073847
0Ac0o2IAuVeV	YYWA4ijpmact	0.302609992404
0Ac0o2IAuVeV	YdEx8VdKO5NK	0.63116689944
0Ac0o2IAuVeV	ZfJcDW3TvNXM	0.846606975884
